comments,emotional_label
allahmdulilah yaa rabbi guyyaa kanaan nu geessee nu gammachiifte,1
oromiyaa biyyaa gootota hedduu eenyuunuu si hin madaala,3
kaffaaloo argeen imimmaan na jige,4
guyyaa dhaloota oromooti guyyaan baga gammanne,1
yaa guyyaa gammachuu guyyaa badhaafamaa guyyaa walabummaatti ni dhiyeessa,1
abbaa oromoo nuhoo goobanaa baga guyyaa kana argite,3
saba balaa oromoo baguman oromoo tae,1
bagaa galtee dhiira nama abbaa qeerroo jawaar lubbuu,3
nuhoo goobanaa jabaadhu lubbuun jiraattee guyyaa kana baga argite,3
yaa jawaar lammaa baga gammaddan,1
oromoo baga guyyaa kanaan nu gahe,1
baga guyyaa gammachuu haraa kanaan nu gahe,1
of eeggannoon cimuu qaba baga gammanne,1
yaa guyyaa gammachuu guyyaa badhafamaa,1
yaa rabbi gammachuu akkanumatti tursiisi,1
siniin boona oromoo nagaan isiniif baayatu,3
caalaa fudhuu boolatti lixi,5
bagumaan oromoo taee dhaladhee,1
jabaadhaa kuweeti dawwadhaa jira gammannee gammadaa,1
rabbi eegu haalli jiru sodaachisaadha qeerroowwan,2
gammachuun oromoo hundaa tilmaama hin qabu,1
hacaaluu goota oromiyaa koottu sirbii maaloo,3
baga gammanne baga gammaddan,1
kanarraa dhabamuu kootti baayeen gadde,4
sirba kana hedduun jaaladha,3
gammachuun guyyaa haraa guyyaa addaati baga gammaddan,1
jawaar siin arguu dhabuu kiyyaaf baayee natti dhagahame,4
baayee bareeddu saba oromoo,3
yaa waqayyoo galata guyyaa gammachuu kanaan nuu geesse,1
baga gammaddan yaa saba hundi,1
dr abiyyi biraa dhabuutti baayee natti dhagahame,4
oromiya oromiyaa biyya dammaa dhadhaan badhaatu akkan si jaaladhu,3
uummata oromoo biratti guyyaan guyyaa gammachuu seenaa guddaati,1
baayee baayee nu gammachiise,1
akkana oromoo kiyya jiraadhaa,3
baga guyyaa gammachuu kanaan nu gahe rabbiif galanni gahu,1
nuhoo kiyya baga rabbi kana agarsiise,3
guyyaa haraa gammadee hin beeku sanyii,1
baguma jiraatte nuhoo goobanaa leenca onnee sibiilaa,1
baguma gammaddan hundi keessanuu,3
ijoolleen oromoo hundi baga gammaddan,1
gammachuu kanaan xumuraa obboloota,1
takkaa haraa gammadee hin beeku,1
gammannee gammadaa baga gammaddan qeerroon oromoo abbaan qeerroo jawar,1
baga gammaddan oromoon hundi,1
baga gammaddan baga gammanne,1
jiraadhaa ammas horaa baayadhaa saba oromoo,3
baga gammaddan oromoon hundi baga guyyaa haraatiin isiin gahe,1
yaa saba oromoo kiyya baga gammanne baga gammaddan,1
baga gammaddan ilmaan abbaa gadaa marti,1
baga gammanne obboloota oromoo,1
yaa saba baayee na gammachiiftan,1
nama gammachiisa,1
sabboontota oromoo umurii dheeraa jiraadhaa,3
baga gammaddan baga gammanne oromoo hundi keessanuu,1
baga ittiin gahe saba uummata jaalalaa,3
nuhoo achitti arguun kiyya gammachuu guddaadha,1
baga gammaddan baga gammanne,1
gammachuu jedhee ibsadhu wallaale dhugaa,1
baga gammaddan baga gammanne oromoo lammii,1
yaa oromoo baguma gammaddan,1
gammachuun hara gammade adduma,1
baayee gammanne isinis baga gammaddan lammii,1
baga gammaddan,1
baga gammanne oromoo hundi,1
baga gammanne sanyii,1
baga gammaddan oromoo,1
bagan oromoo taee dhaladhee,1
baayeen gammade galata rabbii,1
nuhoo abbaa oromoo jiraadhu,3
baga gammanne gammaddan,1
baga gammaddan baga waliin gammanne,1
baga gammanne qeerroo oromiyaa,1
guyyaan haraa guyyaa addaati guyyaa gammachuu guyyaa bilisummaa fakkaatti,1
jawaar ija saba guddaa hedduu si jaalanna,3
baga gammanne oromoo,1
gammachuu haraa kana yaadan ittiin ibsadhun dhabe,1
baga gammaddan baga gammanne isiniin jedha ilmaan oromoo hundumaaf,1
baga gammanne hundi,1
guyyaan guyyaa addaati baga gammanne lammii,1
baga gammanne ilmaan oromoo hundi keessanuu,1
oromo kiyya baga wal argitaan baga gammaddan,1
jiraadhaa oromoo naaf jiraadhaa yaa saba,3
baga gammaddan baga gammanne sanyii,1
baga gammaddan qeerroo,1
baguma gammaddan oromoo kiyya,1
kana adaraa adaraa of eeggannoo cimsaa saba,2
baayee bareedda jawwaar rabbi sii tiksu kaa,3
baga kanaan nu gahe lammii hundinu baga gammanne,1
warri biyya jirtan gammachuun adda,1
baga guyyaa gammachuun nu gahe qeerroo gammadi gammannee,1
baga rabbi ittiin gahee qomoo jiraadhaa,3
qerroo oromoo jiraadhaa isiinin boona yoomiyyuu,3
gammachuun of qabuu dadhabe yaa guyyaa haraa,1
yaa gammaachuu guyyaa haraa adduma,1
gammachuu hin qabne gammadeen jira,1
baga asiin gahe baga gammadde lammii,1
baga guyyaa kana na agarsiiste rabbi,1
lammaa leencaa sabaa jiraadhu,3
qeerroo oromoo baga gammmanne baga gammaddan,1
rabbi gammachuu kana nu agarsiise hundumaan nu gammachiisu,1
baga gammanne oromiyaa kiyya,1
qomoo baga gammaddani,1
oromoo tauu kootti baayeen ofiin boona,1
ummata bakka jirtaanitti baga gammaddan,1
baga gammaddan ummata guddaa gaanfa afrikaa,1
baga gammaddan baga gammanne sanyii,1
baga rabbi kana si agarsiise goota,3
baga gammaddan oromoo baga gammanne,1
hedduu bareeddu qeerroo oromiyaa,3
baga gammaddan oromoo,1
jabaadhaa baga gammaddan oromoo,1
qeerroo baga gammaddan,1
baga gammanne oromoo,1
gammannee gammadaa qeerroo,1
baga gammaddan qeerroo qarreen oromoo marti,1
baayee baayee gammanne,1
baayee namatti tola gammanneerra yaa saba,1
baga rabbi guyyaa gammachuu kanaan nu gahe,1
nutis bakka jirrurraa gammachuu guddoo jirra,1
guyyaan haraa gammachuu waliin natti xiqqaate,1
guyyaan haraa guyyaa seena qabeessa hedduu gammanne,1
baga gammaddan hundi keessanuu,1
hundi keessanuu baga gammaddan,1
baga gammaddan baga gammanne,1
baga gammadde oromoo,1
baga gamanne baga gammaddan,1
jawaar jiraadhu umurii dheeradhu,3
gammanne baga gammaddan baga gammanne saba,1
jawaar jiraadhu dhiiga sanyii,3
uummanni oromoo hundi baga gammaddan,1
baga kanaan gahe leenca keenyaa,3
baga gammaddan ilmaan oromoo hundi,1
yaa rabbi gammachuu kana fiixaan baasi,1
baga gammaddani oromoo guutuun,1
oromoo baga gammanne,1
maal jedhee ibsadhu gammachuu kana,1
kana keessaa dhabamuun na gaddisiisa,4
artist nahoo goobanaa baayee si jaalanna,3
baga gammanne ilmaan oromoo hundi,1
baga gammaddan ilmaan oromoo,1
baayee nama gaddisiisa,4
baga gammanne ijoollee oromoo,1
baayee midhagdu lammii,3
qeerroo baga gammanne,1
ilmaan oromo hundi keessanuu baga gammanne,1
baga gammaddan ilmaan oromoo marti keessanuu,1
baayee namatti tola jabaadhaa yaa qomoo,3
erguman dhaladheeyyuu haraa gammadee hin beeku,1
oromoo bareedduu yoomuu jiraadhaa,3
gammachuuu guyyaa haraa akkana jedhee hin himu,1
baguma ijji kiyya guyyaa gammachuu haraa kana arge,1
baayee isaa namatti toltu jiraadhaa saba,3
jiraadhaa qeerroo keenyaa,3
baga gammaddan oromoo,1
heddduu nama gammachiisa,1
baga gammaddan yaa oromoo,1
baga gammaddan baga gammanne oromoo,1
baga gammanne qeerroo,1
baga gammaddan qeerroo kiyya,1
yaa oromoo baguma gammanne,1
guyyaan haraa guyyaa gammachuuti,1
qeerroo baga gammaddan,1
baga gammanne oromoo,1
baga gamanne gammadaa ammallee saba,1
baga dhalatte goota jabaa oromoo,3
baayee gammanne,1
baga gammadde lammii,1
baga gammanne baayee namatti tola,1
baayee namatti tola,1
baga gammanne baga gammaddan oromoo kiyyaa,1
baga gammanne ilmaan oromoo hunduu,1
baga gammaddan oromoo,1
baga gammaddan oromoo kiyya,1
baga gammanne baga gammaddan,1
baga gammaddan oromoo,1
baga guyyaa gammachuu kana argine,1
guyyaan guyyaa gaammachuuti waliin gammadaa hafnu tau,1
gammachuu guddaadha,1
gammachuufuu daawwachuu dadhabne,1
baga gammaddan uummanni oromoo hundi,1
baga gammanne baga gammaddan yaa oromoo kiyya,1
baga gammaddan baga gammanne lammii,1
yaa qeerroo baguma gammaddan,1
baga gammaddan baga gammanne lammiiwwan,1
oromoo baga gammanne baga gammaddan hundi keessanuu,1
heedduu namatti toltu hamtuun sin hin argiin saba,3
hara biyya jiraachuu dhabuu kootti baayeen gadde,4
oromoo baga gammanne yaa ilmaan abbaa gadaa,1
oromoo baga gammaddan,1
baga nagaan biyya abbaa keetti galte haadhoo,3
gammachuu daangaa hin qabne gammadaa jirraa gammadaa,1
nuu boonsitan isiinitti tolu qoomoo,3
baga gammaddan qeerroo kiyya,1
oromiyaa baga gammaddan,1
baga gammanne lammii,1
baga gammanne baga gammaddan qeerroo gaachana sabaa,1
gammannee gammadaa oromoo,1
oromoo baga gammanne,1
gammadeera baga gammanne oromoo,1
ijji hamtuu hin argiin rabbi tiksu gammannee gammadaaa,1
baayee nama gammachiisa,1
hedduu nama gammachiisa,1
rabbi tiksu saba,5
baga gammaddan baga gammanne,1
baguma gammaddan oromoon hundinuu,1
baga dhalatte leenca oromoo,3
baayeen gammade hara,1
baga gammaddan oromoo,1
baga gammaddan qeerroo,1
baga gammaddan oromoo naaf jiraadhaa,1
baga gammaddan oromoon marti,1
baayee bareeddu,3
baga gammanne,1
yaa rabbi galata baga gammaddan baga gammanne qeerroo,1
baga gammanne baga gammaddan oromoo,1
namni oromoo taatan hundi baga gammaddan,1
uztaaz raayyaa abbaa maccaa si jaalanna,3
baayee nama gammachiisa,1
guyyaan haraa guyyaa addaati,1
qeerroo baga gammaddan,1
baga gammanne baga gammaddan,1
baga gammaddan baga gammanne,1
nuhoo sin jaaladha,3
qeerroo oromiyaa baga gammaddan,1
baga gammanne gammaddan oromoon marti,1
gadaan oromoo gammannee gammadaa,1
guyyaa gammachuu guyyaa addaa,1
baayee namatti toltu,1
baga gammaddani oromoo,1
sabni baga gammaddan,1
leencota ijoollee abbaa gadaa,3
rabbi eegu qomoo,3
caalaa gaddafaa leenca sanyii gootaa,3
baga gammanne baga gammaddan qeerroon oromoo hundi keessanuu,1
hedduu namatti tola sagantaan,3
kana arguu caala maaltu nama gammachiisa,1
baga gammaddan oromoon marti,1
heedduu isiniin boona ilmaan oromoo,1
oromoo hundinuu baga gammaddan baga gammanne,1
oromoo gammachuun daangaa darbe,1
jabaadhaa jabaadhaa jaalanna wajjin jirra,3
baga gammaddan oromoon hundi,1
abbaa gadaa baayee jaalanna,3
baga gammanne oromoo,1
gammachuu guddaatu dhagahame,1
baga gammanne,1
baga gammaddan qeerroo,1
baga gammaddan baga gammanne oromoo,1
oromoo baga gammanne,1
baga gammaddan ijoollee abbaa gadaa,1
gammachuu guddaatu natti dhagahame,1
goota oromoo lubbuun jiraadhu,3
baga gammanne oromoo,1
guyyaan akkana ummanni oromoo gammade kaa biroo jiraa laata naaf himaa,1
jaalanna jiraadhaa,3
gammachuun of na wallaalchise,1
guyyaa oromoon wal arge keessaa guyyaan guyya addaati baga gammaddan oromoo,1
baga gammanne baga gammaddan ijoollee oromoo,1
baayee baayeen gammade baga gammaddan,1
baga gammaddan oromoo,1
jiraadhaa oromoo kiyya,3
baga gammanne baga gammaddan lammii,1
baga gammanne baga gammaddan,1
baga rabbi nu gammachiise oromoo,1
gammannee gammadaa oromoo kiyya,1
baga gammanne baga gammaddan,1
baayee bareeddu oromoo,3
jaalanna oromoo,3
baga gammanne hundi oromootaa,1
gammannee jirra,1
guyyaa gammachuu ummata oromooti baga gammanne,1
baga gammanne qeerroo,1
baga gammaddan yaa saba,1
qomoo baga gammaddan,1
baayee bareeddu oromoo namatti toltu,3
hundi keessanuu baga gammaddan,1
baguma taatan,3
qeerroo dagaagaa jiraadhaa umurii dheeradhaa,3
baga gammaddan baga gammanne,1
na gammachiisu oromoo dhalachuu kooti,1
yaa rabbi galanni gammachuu kana nu agarsiifte,1
gammachuun daangaa hin qabu,1
nama gammachiisaa,1
baga gammaddan qeerroo,1
qeerroo baga gammaddan,1
baga gammaddan baga gammanne,1
baga gammaddan lammii,1
guyyaan keessanii gammadaa,1
namatti tolaa,1
oromoo baga gammaddan,1
baga gammachuu kana argine,1
baayee jaalanna,3
gammannee gammadaa,1
baga gammaddan baga gammanne,1
baga gammaddan baga gammanne yaa oromoo,1
baga gammaddan qomoowwan,1
baayee namatti toltu,3
baayee nama gammachiisa,1
baga gammanne qeerroooo,1
qeerroo oromoo jiraadhaa,3
baga gammaddan baga gammanne,1
guyyaa gammachuu saba guddaati gammanneerra,1
baga gammanne,1
jiraadhu goota oromoo,3
baga gammaddan oromoo oromiyaan,1
bilisumman kana caalu hin jiruu gammadaa saba,1
baga gammanne qeerroo keenyaa,1
baga gammaddan yaa oromoo,1
baayee baayee gammadee jira baga gammaddan,1
qeerroo oromoo hundi baga gammanne abbaa qeerroo jawaar baga dhufte,1
gammachuu ibsachuu hin dandeenye,1
oromoo dhadhaa gara na obaaaftan na gammachiiftan gammadaa dhumaatti,1
oromoo baga rabbi jiraachisee guyyaa haraa kanaan gahee gammachuun guyyaa guyyaatti dabalamaa deemte guyyaan hedduu gammade guyyaa minisootaatti jawaar dr abiyyi dr lammaa wal argan sana haraa gammadee hin beeku,1
hedduun gammade,1
galatoomaa oromoo baayeen jaaladha,3
baayee namatti toltu saba,3
baga gammaddan baga gammanne oromoon hundi,1
gammachuun gammachuu milkii tau,1
baga gammaddan oromoon hundinuu,1
baga gammanne oromoo,1
baayee bareeddu oromoo,3
baga gammaddan qeerroo oromoo,1
baga gammaddan qeerroo,1
gammachuun oromoo hundaati,1
baga guyyaa gammachuu kana nu agarsiise,1
baga gammaddan oromoo,1
hedduun gammade baga gammaddan,1
baga gammaddan oromoo kiyya,1
baga gammanne waliin saba,1
jiraadhu leenca kiyya,3
gammachuu gaarii godhu,1
jajjabee qeerroo baga gammaddan,1
baga gammaddan qeerroo,1
baayee namatti toltu lammii,3
baga gammaddan qeerroo,1
baayee nama gammachiisa,1
baga gammanne oromoo,1
gammachuun haraa adda,1
oromoo kiyya baayee bareeddu,3
baga gammaddan oromoo,1
baayee bareeddu jenna usa,3
baga gammanne qomoo,1
jiraadhaa ilmaan oromoo,3
baga gammaddan qeerroo,1
baayee baayee namatti toltu,3
baga gammaddan qeerroo oromiyaa,1
naaf jiiraadhaa oromoo kiyya,3
jimma baga gammaddan,1
baga gammaddan oromoo,1
baga gammaddan qeerroo oromoo,1
baga gammaddan hundi,1
baga gammanne oromoo,1
baayee bareeddu jabaadhaa,3
baga gammanne,1
gammannee baga gammaddan illee,1
jaaladha onnee,3
baayee nama gammachiisa,1
nama gammachiisa,1
qeerroo,3
namatti toltuu saba,3
baga gammaddaan ilmaan oromoo hundi,1
gammachuu ammana hin jedhamnetu natti dhagahame wallaahii,1
baga ijaan si agarsiise rabbi sabboonaa sabaa jaalatamaa nuhoo,3
baayee baayee namatti tolta baga dhuftee koottuu jawaar,3
jawaar leenca leenca caaluu abbaa oromoo baga taate si jaalannna,3
galanni rabbii hin badiin jaaladha oromoo,3
baga gammaddan ijoolleen oromoo osoon achi jiraadhee caalaa gammada ture,1
gammachuu haraa maal himnee maal dhiifna lammii kiyya,1
guyyaan haraa gammachuu uummata oromoo hundaati,1
gammachuu guyyaa haraa natti mulate ibsachuu hin dandau,1
guyyaa kana oromiyaa kessa jiraachuu dhabuu kootti baayeen gadda,4
mashallaah gammannee gammadaa oromoon hundi keessanuu,1
baayee baayee namatti tola,3
guyyaa diinaaf naasuu oromoof gammachuu baga gammaddan baga gammanne,1
baga guyyaa gammachuutiin gahe gammachuu guddaatu hunda keenyatti dhagahame,1
baga gammanne ijoollee oromiyaa,1
akkana nama gammachiisu akkana bareedu hin jiru,1
gammachuu gammachuu bilisummaa baga gammaddan ummanni oromoo,1
guyyaan guyyaa gammachuti oromoo hundaaf,1
baayee nama gammachiisa,1
hedduu nama gammachiisa,1
jabaadhaa oromoo baayee namatti toltu,3
baga guyyaa gammachuu kana arginee saba keenyaa,1
baayee nu gammachiiftan rabbi gammachiisu,1
baga gammaddan baga gammanne,1
warri carraa kana argattan baga gammaddan,1
baga gammaddan oromiyaa gammachuun isinirra turuu,1
hedduu namatti tola omn finfinnee hedduu gammade,1
baga gammanne baga gammadde oromoon hudinuu,1
baga gammaddani walumaan oromoo kiyya,1
baga guyyaa gammachuu geessan baga ittin nuu gahe,1
nuhoo baga jiraattee guyyaa kana ijaan argite,3
jiraadhu goota jawaar mohaammad,3
baga gammanne qeerroo jabaadhaa,1
baayee nama gammachiisa jabaadhaa,1
baga gammanne baga gammaddan hundi keessanuu,1
guyyaan haraa guyyaa oromoon hundi gammanne dha,1
hedduu nama gammachiisa,1
akkana oromoo gammachuu haraa kana bara baraa godhu,1
baga gammanne ilmaan oromoo hundi,1
oromoo tauu kootti baayeen boona baayeen gammada,1
baga gammanne baga gammaddan oromoo,1
baga gammanne qeerroo oromoo,1
baayee baayee jaaladha oromoo,3
baga gammaddan sabni oromoo hundi,1
baga gammanne baga gammaddan qeerroo,1
gammadaa gammannee jirraa,1
baga gammaddan baga gammanne,1
ishoo baga gammaddan baga gammanne,1
oromoo hundi baga gammaddan baga guyyaa kanaan nu gahe,1
yaa guyyaa gammachuu kana nurra ooli buli,1
baga gammaddan baga gammanne yaa oromoo,1
gammachuu guddaatu nuttti dhagahame,1
yaa guyyaa gammachuu guyyaa badhaafamaa kana oromoo baga guyyaan dhufe,1
baga gammaddan lammiin oromoo,1
guyyaan haraa guyyaa gammachuuti,1
baga rabbi gammachuu haraatiin nu gahe,1
baga gammaddan uummanni oromoo baga gammanne,1
baga geessan guyyaa gammachuu oromoo,1
baga gammaddan ilmaan oromoo oromiyaan,1
baga gammanne baga gammaddan qeerroo,1
baguma guyyaa gammachuu kana geenye,1
gammannee gammadaa ilmaan oromoo,1
baga gammanne ilmaan oromoo marti,1
baga gammaddaan baga gammanne qeerroon oromiyaa,1
baga gammaddan ilmaan oromoo hundi,1
baga gammaddan oromoon hundi,1
baga gammaddan oromoon addunyaa kanaa hundi,1
baga gammaddan oromiyaa oromoon hundi,1
qeerroon oromoo baayee gammanne,1
gammaachuudhaan of wallaalle,1
hedduu nama gammachiisa,1
baayeen gammade takkaa gammachuu akkanaa hin agarre,1
baayee baayee gammanne,1
gammannee gammadaa qeerroon hundi keessanuu,1
kana argu kootif baayeen gammade jabaadhaa oromoo,1
baga nagaan galte umurii dheeradhu leenca oromoo,3
ilmaan oromoo hundi keessanuu baga gammaddan baga gammanne,1
gammannee gammadaa qeerroo oromiyaa,1
hedduu gammannee oromoo,1
baga ittiin nuu gahe gammannee gammadaa,1
gammanne gammachuu daangaa hin qabne,1
saba oromoo saba bagan isiin dhaladhee baayeen jaaladha,3
gammannee gammadaa,1
baga gammaddan oromoo oromiyaa,1
baga gammaddan ilmaan oromoo,1
baga gammanne uummanni oromoo hundi,1
gamannee gammadaa lammii oromoo,1
baga gammaddan qeerro,1
gammannee gammadaa oromoo,1
baga gammaddan qeerroo,1
baga gammanne oromoo,1
gammachuuun imimmaan qabachuu dadhabe,1
baga gammanne lammii,1
baga gammaddan ilmaan oromoo hundi nu gammachiiseef galanni tau,1
baga gammanne,1
baga gammaddan baga gammanne,1
qeerroo baga gammaddan baga gammanne,1
baga gammaddan oromoon hundi,1
baayee bareeddu oromoo,3
baga gammanne baga gammaddan,1
baga gammaddan qeerroo,1
baga gammaddan oromoo,1
baga gammanne hundi ilmaan haadha tokkoo,1
baga gammanne qeerroo,1
baga gammanne saba,1
baga gammaddan oromoo,1
bagaa gammaddan nus gammanne,1
baga gammanne oromoon hundinuu,1
baga gammanne yaa oromoo,1
gammanneegammadaayaaoromoo,1
baayee galatoomaa oromoo,3
baga gammaddan baga gammanne oromoo abbaa biyyaa,1
baga gammaddan baga gammanne saba,1
baga gammanne oromoo,1
baga gamanne baga gammaddan,1
gammadeera baga gammaddan ilmaan abbaa gadaa,1
baayee nama gammachiisa abbichuu umurii dheeradhu baayee si jaalanna,3
gammanne gammadaa nu gammachiisan ilmaan abbaa gadaa doktar abiyyii jeneraal biraanuu juulaa,1
baga gammanne ni turra ni urra jette boombiin duraanuu raayyaan ittisa biyyaa ni tura injifannoon galu mamii hin qabu dhugaan yoomiyyuu ni injifata,1
doktora kiyya baga gammanne baga gammadde diina gubbaa si aansu jabaadhu waaqni si waliin jiraa,1
baga gammaddan baga gammanne,5
abbichuu abbaa haqaa abbichuu abbaa dhugaa baga gammadde baga gammanne,1
jeneraal biraanuu juulaa nu gammachiifte atis baga gammadde warra waa hedduun nu dararaa turte baga qaanessite,1
baga gammanne,1
baga gammaddan baga gammanne,1
baga gammaddan baga gammanne uummanni oromoo hundi,1
baga gammaddan oromoo,1
baga gammanne baga gammaddan uummanni itoophiyaa hundi,1
baga gammanne baga gammaddan,1
baga gammaddan baga gammanne,1
gootummaa raayyaa keenyaatti baayeen gammade,1
baga gammadde biraanuu nu gammachiifte,1
baga gammanne baga gammaddan,1
baga gammaddan uummanni itoophiyaa marti gammachuun hafe mataa geetaachoo asaffaa ejjachuu qofa,1
baga gammaddan raayyaan ittisa biyyaa gootota itoophiyaa isiniin boonna,1
uummanni itoophiyaa hundi baga gammaddan gammadeera,1
abbichuu goota jedhe raawwatu ilma abbaa gadaa baayee si jaalanna,3
gammachuudha gaafa isheen tokko tokkoon funaanamtee gammachuun kanaa oli gootummaa baga agarsiifte,1
gammachuun gammachuu dachaa dha,1
abbichuu akkasitti si beekna korma namaa,3
baayee gammadeeraobsaan aannan goromsaa dhuga dhuguma jedhame,1
